354	12473	12119
15414	15982	568
44185	45852	1667
53109	54960	1851
56501	58064	1563
58769	60763	1994
66767	68439	1672
68507	68868	361
69328	71233	1905
72742	74035	1293
74445	77063	2618
77616	78765	1149
80430	81555	1125
82694	84166	1472
92492	94038	1546
94943	103650	8707
105395	105779	384
117996	120562	2566
121091	121178	87
135369	136669	1300
137277	140094	2817
140177	144791	4614
145405	152101	6696
153536	159793	6257
160820	161228	408
163477	165636	2159
170737	172368	1631
185605	192577	6972
200806	203322	2516
204322	206932	2610
207028	212740	5712
213464	215535	2071
217433	219981	2548
221701	223597	1896
226232	227739	1507
228151	228650	499
228798	232904	4106
242160	243387	1227
252752	253922	1170
255520	259617	4097
259687	261897	2210
262078	262956	878
263109	267050	3941
278427	280017	1590
291143	304929	13786
306534	309937	3403
310730	313399	2669
330334	332087	1753
358970	359662	692
367078	368937	1859
403661	404366	705
410900	415030	4130
422005	425471	3466
438592	459026	20434
460697	461377	680
463732	467560	3828
467685	469014	1329
470371	471377	1006
472155	473969	1814
474898	480346	5448
480522	483707	3185
486249	486661	412
499699	500332	633
515673	516330	657
538604	539904	1300
544311	545121	810
545180	557600	12420
559376	574778	15402
576131	598919	22788
600238	600775	537
603219	606024	2805
606842	610444	3602
637166	641747	4581
642040	643498	1458
643702	647154	3452
655633	656235	602
656571	657019	448
678535	695701	17166
701727	704255	2528
722139	723009	870
732344	735803	3459
736274	771298	35024
771800	773000	1200
773655	773818	163
774477	778404	3927
779228	780974	1746
782721	787073	4352
791167	794207	3040
807987	809626	1639
810220	811842	1622
812222	836753	24531
841346	847196	5850
870929	871670	741
878903	879460	557
903501	912794	9293
934400	934900	500
953809	955661	1852
962779	964711	1932
985334	986623	1289
1020726	1020885	159
1043473	1045250	1777
1045379	1047270	1891
1047354	1049087	1733
1049861	1051264	1403
1053011	1057931	4920
1061814	1063037	1223
1065736	1066457	721
1076635	1077854	1219
1078875	1081125	2250
1081166	1082403	1237
1084058	1088414	4356
1094803	1095229	426
1101400	1103557	2157
1125867	1126908	1041
1179439	1180469	1030
1180814	1182470	1656
1182734	1184086	1352
