1000	0.021050517
2000	0.021681942
3000	0.022505812
4000	0.021671422
5000	0.020913051
6000	0.018393827
7000	0.017547511
8000	0.015899067
9000	0.018296632
10000	0.015662294
11000	0.017171718
12000	0.02077003
13000	0.023392392
14000	0.03028576
15000	0.032408573
16000	0.032597927
17000	0.032606703
18000	0.029807165
19000	0.030411462
20000	0.022303545
21000	0.019320547
22000	0.012355816
23000	0.012337395
24000	0.009670455
25000	0.010604167
26000	0.013454
27000	0.016605751
28000	0.022975843
29000	0.026158327
30000	0.021429701
31000	0.016348252
32000	0.014611198
33000	0.009424807
34000	0.007762013
35000	0.005038616
36000	0.005246952
37000	0.003771782
38000	0.003723886
39000	0.00323022
40000	0.002626267
41000	0.003861587
42000	0.004042009
43000	0.00426244
44000	0.004401129
45000	0.003622824
46000	0.003541692
47000	0.003455549
48000	0.002623536
49000	0.002192039
50000	0.002035916
51000	0.002473558
52000	0.002079285
53000	0.002386012
54000	0.002110182
55000	0.002475275
56000	0.002765252
57000	0.003680424
58000	0.003543775
59000	0.004448443
60000	0.004023362
61000	0.004187467
62000	0.002928386
63000	0.002705851
64000	0.002064591
65000	0.002172123
66000	0.002463739
67000	0.002492647
68000	0.003359299
69000	0.004372586
70000	0.005045298
71000	0.0047457
72000	0.004293366
73000	0.003172126
74000	0.002478639
75000	0.001906521
76000	0.001380639
77000	0.001275713
78000	0.00149442
79000	0.001729336
80000	0.002711966
81000	0.00317688
82000	0.004032527
83000	0.003996908
84000	0.005063476
85000	0.003353082
86000	0.004299674
87000	0.002399509
88000	0.00285921
89000	0.001594429
90000	0.001797982
91000	0.001266808
92000	0.001703886
93000	0.001535366
94000	0.002522478
95000	0.002482638
96000	0.003155965
97000	0.002648689
98000	0.003362134
99000	0.003163358
100000	0.003721362
101000	0.003730005
102000	0.003371895
103000	0.003014497
104000	0.002664141
105000	0.002354718
106000	0.00193583
107000	0.002432685
108000	0.002186646
109000	0.00310745
110000	0.002344379
111000	0.003877402
112000	0.002748569
113000	0.00504075
114000	0.002799801
115000	0.004202299
116000	0.002714904
117000	0.00362779
118000	0.002825103
119000	0.002925287
120000	0.002460362
121000	0.002717362
122000	0.002788937
123000	0.002686172
124000	0.002325605
125000	0.002332891
126000	0.002365056
127000	0.001720051
128000	0.001589423
129000	0.001459861
130000	0.001600344
131000	0.001109576
132000	0.001258976
133000	0.001188188
134000	0.001415789
135000	0.001330969
136000	0.00164104
137000	0.001005095
138000	0.001218575
139000	0.00083566
140000	0.000926073
141000	0.000624417
142000	0.000762274
143000	0.000679656
144000	0.000862396
145000	0.000676966
146000	0.001015958
147000	0.000861677
148000	0.001256548
149000	0.000936885
150000	0.00113971
151000	0.001081024
152000	0.001310241
153000	0.001374697
154000	0.001671387
155000	0.001773835
156000	0.002039785
157000	0.001844074
158000	0.001950965
159000	0.001755511
160000	0.002171291
161000	0.002287529
162000	0.00191092
163000	0.002211416
164000	0.001950863
165000	0.00251447
166000	0.001916214
167000	0.002990613
168000	0.002042272
169000	0.002879591
170000	0.001697449
171000	0.002582349
172000	0.001866756
173000	0.002801836
174000	0.001738739
175000	0.002447101
176000	0.001800775
177000	0.002173112
178000	0.001851535
179000	0.001577464
180000	0.00131131
181000	0.001461278
182000	0.001247655
183000	0.00115304
184000	0.001007039
185000	0.001313226
186000	0.001266893
187000	0.0013173
188000	0.001103693
189000	0.000885891
190000	0.00113339
191000	0.000760455
192000	0.000900195
193000	0.000741849
194000	0.000934206
195000	0.000871431
196000	0.00102667
197000	0.000786388
198000	0.000951395
199000	0.000887578
200000	0.001001954
201000	0.000884929
202000	0.000990135
203000	0.001016708
204000	0.001208269
205000	0.001332784
206000	0.001309485
207000	0.001200427
208000	0.001349731
209000	0.001115919
210000	0.001128174
211000	0.000943165
212000	0.000990452
213000	0.000917896
214000	0.00105189
215000	0.001140224
216000	0.001382607
217000	0.001480003
218000	0.001601714
219000	0.001576823
220000	0.001497254
221000	0.001269764
222000	0.001118087
223000	0.001070868
224000	0.000807937
225000	0.000731562
226000	0.000539713
227000	0.000702871
228000	0.000783629
229000	0.001035379
230000	0.000968333
231000	0.000904056
232000	0.000998116
233000	0.001095125
234000	0.00109796
235000	0.001009521
236000	0.0010224
237000	0.001032699
238000	0.000893553
239000	0.000900208
240000	0.000720845
241000	0.000924844
242000	0.001117757
243000	0.001087513
244000	0.001202686
245000	0.001077105
246000	0.001431466
247000	0.00133028
248000	0.001455453
249000	0.001031385
250000	0.001538401
251000	0.001314987
252000	0.001733061
253000	0.001116422
254000	0.001471054
255000	0.001328238
256000	0.001536092
257000	0.001546944
258000	0.001634186
259000	0.001549541
260000	0.001834819
261000	0.001392075
262000	0.001342737
263000	0.001291636
264000	0.001528401
265000	0.001467638
266000	0.001735206
267000	0.00169401
268000	0.002223948
269000	0.002800411
270000	0.00355275
271000	0.004835293
272000	0.005726424
273000	0.006523305
274000	0.005517953
275000	0.00467769
276000	0.003477141
277000	0.003403592
278000	0.002958102
279000	0.002977409
280000	0.002954209
281000	0.003889727
282000	0.005196536
283000	0.006161675
284000	0.006939613
285000	0.007605513
286000	0.008056631
287000	0.007643807
288000	0.008109808
289000	0.00861031
290000	0.007657951
291000	0.006557479
292000	0.006713716
293000	0.006588126
294000	0.008858381
295000	0.008463939
296000	0.009966771
297000	0.008805347
298000	0.0096468
299000	0.01095209
300000	0.01250008
301000	0.115512682
302000	0.116290775
303000	0.116884813
304000	0.117329994
305000	0.118742687
306000	0.119243062
307000	0.119440946
308000	0.119886491
309000	0.119775579
310000	0.119902325
311000	0.121006597
312000	0.121598742
313000	0.122172849
314000	0.12265849
315000	0.122834184
316000	0.123103176
317000	0.12390134
318000	0.12436874
319000	0.124972909
320000	0.125504019
321000	0.12561852
322000	0.125831215
323000	0.126176448
324000	0.126355575
325000	0.126746912
326000	0.126798232
327000	0.126900946
328000	0.127380426
329000	0.12767378
330000	0.127919496
331000	0.128614827
332000	0.129052788
333000	0.129179531
334000	0.130052533
335000	0.130408384
336000	0.130757663
337000	0.131438926
338000	0.131775927
339000	0.132179377
340000	0.132833179
341000	0.133262819
342000	0.134105416
343000	0.134661875
344000	0.135155138
345000	0.135852104
346000	0.13590591
347000	0.136553312
348000	0.137738502
349000	0.138544708
350000	0.139136399
351000	0.139850417
352000	0.14027392
353000	0.140574422
354000	0.141313097
355000	0.141561035
