1	1	7528
2	7529	9484
1	9485	9838
2	9839	21376
1	21377	21951
2	21952	24237
1	24238	25401
2	25402	65404
1	65405	65998
2	65999	66242
1	66243	71756
2	71757	76211
1	76212	76347
2	76348	77783
1	77784	82420
2	82421	87387
1	87388	94738
2	94739	102086
1	102087	103961
2	103962	106732
1	106733	106902
2	106903	114432
1	114433	115364
2	115365	116488
1	116489	116969
2	116970	121754
1	121755	122836
2	122837	124031
1	124032	132076
2	132077	134472
1	134473	135401
2	135402	136128
1	136129	136143
2	136144	136701
1	136702	138383
2	138384	140992
1	140993	141076
2	141077	143091
1	143092	143322
2	143323	144227
1	144228	144230
2	144231	153300
1	153301	153538
2	153539	155305
1	155306	156028
2	156029	157666
1	157667	157835
2	157836	158664
1	158665	159031
2	159032	203397
1	203398	207178
2	207179	210725
1	210726	219650
2	219651	220050
1	220051	223518
2	223519	224708
1	224709	228036
2	228037	228588
1	228589	232165
2	232166	232253
1	232254	232486
2	232487	234208
1	234209	243034
2	243035	243141
1	243142	248908
2	248909	249812
1	249813	251038
2	251039	252373
1	252374	262202
2	262203	263003
1	263004	269087
2	269088	271626
1	271627	271911
2	271912	273715
1	273716	281669
2	281670	283269
1	283270	287251
2	287252	289144
1	289145	292958
2	292959	294681
1	294682	295121
2	295122	297449
1	297450	297879
2	297880	305233
1	305234	308536
2	308537	309348
1	309349	318361
2	318362	319259
1	319260	320278
2	320279	321248
1	321249	322100
2	322101	323091
1	323092	325521
2	325522	329761
1	329762	329909
2	329910	332335
1	332336	355662
2	355663	356891
1	356892	357328
2	357329	358174
1	358175	378111
2	378112	387439
1	387440	396119
2	396120	396571
1	396572	396594
2	396595	402198
1	402199	404284
2	404285	407969
1	407970	408029
2	408030	414777
1	414778	418433
2	418434	419652
1	419653	419951
2	419952	420864
1	420865	420894
2	420895	421450
1	421451	421770
2	421771	422489
1	422490	422872
2	422873	425321
1	425322	439538
2	439539	440104
1	440105	448253
2	448254	453024
1	453025	453107
2	453108	454654
1	454655	454753
2	454754	455313
1	455314	455530
2	455531	458745
1	458746	473012
2	473013	476170
1	476171	476445
2	476446	479688
1	479689	540598
2	540599	542580
1	542581	542785
2	542786	544653
1	544654	545128
2	545129	547096
1	547097	559611
2	559612	560523
1	560524	560567
2	560568	563819
1	563820	566365
2	566366	568121
1	568122	568339
2	568340	572907
1	572908	573032
2	573033	574264
1	574265	575710
2	575711	576896
1	576897	577485
2	577486	579549
1	579550	583543
2	583544	594685
1	594686	602812
2	602813	604430
1	604431	605913
2	605914	606412
1	606413	608339
2	608340	609134
1	609135	620297
2	620298	621201
1	621202	623106
2	623107	623665
1	623666	623899
2	623900	624323
1	624324	624616
2	624617	625556
1	625557	625651
2	625652	628200
1	628201	628728
2	628729	629052
1	629053	710567
2	710568	715307
1	715308	728361
2	728362	730564
1	730565	737211
2	737212	744395
1	744396	749944
2	749945	762399
1	762400	772513
2	772514	773093
1	773094	773546
2	773547	774017
1	774018	776535
2	776536	776941
1	776942	779172
2	779173	779655
1	779656	780481
2	780482	782885
1	782886	786152
2	786153	790798
1	790799	799855
2	799856	800323
