18479	20989	2510
74340	75632	1292
123284	130439	7155
209800	358565	148765
395500	395950	450
402893	403963	1070
434196	452786	18590
482793	496997	14204
506535	508338	1803
508623	510016	1393
559358	561144	1786
579177	616522	37345
617986	618900	914
619019	619848	829
631853	645553	13700
667816	671151	3335
673360	676470	3110
702931	711824	8893
716751	718092	1341
783235	795190	11955
805024	909460	104436
919500	920300	800
952742	957715	4973
969389	969936	547
978086	982595	4509
1014754	1016801	2047
1032238	1042261	10023
1065470	1138527	73057
1141450	1142800	1350
1146509	1183470	36961
1194793	1217060	22267
1227211	1228500	1289
1239222	1239627	405
1241499	1242228	729
1247836	1250609	2773
1250758	1254862	4104
1301249	1343600	42351
1355824	1383366	27542
1390942	1395371	4429
1491092	1492339	1247
1496140	1499091	2951
1528420	1540320	11900
1543911	1550727	6816
1551414	1553446	2032
1555888	1557491	1603
1559246	1560305	1059
1564255	1579228	14973
1585377	1587717	2340
1589617	1592944	3327
1593707	1615030	21323
1642022	1643832	1810
1645570	1647912	2342
1652685	1652824	139
1662281	1670363	8082
1678946	1680472	1526
1682918	1684215	1297
1684700	1686017	1317
1692217	1748336	56119
1766701	1767900	1199
1772399	1774000	1601
1781400	1818868	37468
1824905	1826499	1594
1845126	1847688	2562
1847780	1854361	6581
1854902	1855219	317
1856604	1861890	5286
1862362	1868283	5921
1869349	1900300	30951
1901415	1903194	1779
1907816	1910649	2833
1913778	1923893	10115
1924062	1928152	4090
1930037	1932469	2432
1934700	1934897	197
1937379	1937791	412
1944862	1947063	2201
1956300	1957300	1000
1961976	1963872	1896
1964415	1965593	1178
1966146	1968077	1931
1968333	1973130	4797
2024808	2025916	1108
2029670	2029742	72
2029877	2029949	72
2040108	2040181	73
2040691	2040764	73
2041011	2041084	73
2046102	2047140	1038
2049040	2049112	72
2049528	2049601	73
2049702	2049775	73
2050024	2050097	73
2050186	2050258	72
2052381	2052453	72
2053489	2053561	72
2053656	2053729	73
2057112	2057184	72
2059001	2059073	72
2059192	2059264	72
2061189	2063700	2511
2066089	2066161	72
2067231	2067861	630
2068431	2069131	700
2077634	2077707	73
2077877	2077950	73
2084892	2085771	879
2088358	2089461	1103
2090230	2092729	2499
2094724	2096973	2249
2097287	2101627	4340
2103702	2106124	2422
2113139	2114389	1250
2129509	2142771	13262
2396400	2397800	1400
2420100	2421100	1000
2487549	2488483	934
2511337	2512082	745
2512747	2520595	7848
2521152	2523767	2615
2524017	2529863	5846
2529923	2532603	2680
2536159	2540347	4188
2540722	2542772	2050
2542968	2544099	1131
2544831	2548129	3298
2548150	2549623	1473
2550900	2551700	800
2555655	2556243	588
2556529	2557581	1052
2557659	2560877	3218
2564506	2567896	3390
2569301	2569899	598
2570691	2572215	1524
2572250	2577479	5229
2582619	2584166	1547
2584244	2586974	2730
2594668	2594778	110
2594811	2596465	1654
2603847	2605212	1365
2605701	2607038	1337
2608606	2628177	19571
2629404	2633646	4242
2633886	2636459	2573
2643801	2644714	913
2645106	2646408	1302
2667254	2668996	1742
2696549	2697271	722
2697516	2698035	519
2698524	2705704	7180
2708065	2710101	2036
2718801	2719298	497
2723038	2723140	102
2725579	2726560	981
2729050	2729599	549
2749506	2760223	10717
2763411	2766432	3021
2766790	2768275	1485
2770785	2772378	1593
2773057	2775767	2710
2779265	2810118	30853
2830601	2831500	899
2834313	2834385	72
2835243	2835315	72
2835789	2835861	72
2836638	2836710	72
2836987	2837789	802
2837890	2839663	1773
2861543	2862638	1095
2867001	2867700	699
2867900	2868700	800
2868951	2873217	4266
2873548	2876427	2879
2880186	2881811	1625
2886353	2887353	1000
2887659	2889201	1542
2892662	2893641	979
2893947	2896127	2180
2897003	2899244	2241
2899759	2905867	6108
2906265	2906895	630
2907638	2908251	613
2910901	2911601	700
2912515	2915587	3072
2916416	2920738	4322
2921067	2922425	1358
2924273	2926555	2282
2926635	2927318	683
2930161	2932215	2054
2933274	2936043	2769
2936743	2939469	2726
2940252	2941904	1652
2942222	2944081	1859
2945159	2949237	4078
2949613	2951074	1461
2951904	2953618	1714
2955752	2957401	1649
2957475	2957548	73
2958265	2958338	73
3015343	3017313	1970
3017782	3019644	1862
3022000	3022600	600
3036679	3037182	503
3037300	3037599	299
3039167	3041147	1980
3041243	3042929	1686
3043982	3045746	1764
3063391	3065795	2404
3065895	3068235	2340
3070502	3072803	2301
3120345	3122418	2073
3130529	3133281	2752
3136666	3138160	1494
3142107	3144201	2094
3146372	3148774	2402
3159780	3165606	5826
3165972	3169300	3328
3170077	3188311	18234
3198900	3201000	2100
3213401	3222700	9299
3230850	3231200	350
3269681	3274620	4939
3278374	3280666	2292
3282501	3283699	1198
3288248	3288987	739
3289364	3289869	505
3290262	3291375	1113
3291540	3291946	406
3294238	3294342	104
3295876	3296890	1014
3310001	3310499	498
3315410	3316098	688
3317001	3317500	499
3319201	3320001	800
3331329	3333297	1968
3334978	3337500	2522
3339175	3339870	695
3342427	3346379	3952
3347190	3350900	3710
3351009	3352492	1483
3352523	3354264	1741
3354384	3364667	10283
3366358	3377328	10970
3379869	3381002	1133
3381311	3383971	2660
3384207	3387650	3443
3396032	3397862	1830
3398127	3400254	2127
3401351	3403895	2544
3404428	3406441	2013
3409942	3413221	3279
3413623	3420486	6863
3420695	3421002	307
3425737	3427201	1464
3451939	3453256	1317
3453378	3454243	865
3466170	3467434	1264
3467993	3474584	6591
3475278	3477614	2336
3477624	3482747	5123
3482770	3508216	25446
3509392	3510200	808
3520346	3521385	1039
3539945	3541459	1514
3542577	3544275	1698
3544400	3546566	2166
3546761	3548123	1362
3549360	3550913	1553
3551291	3552774	1483
3554753	3556534	1781
3557832	3558608	776
3561226	3561905	679
3562867	3563867	1000
3564045	3586407	22362
3587005	3589383	2378
3591011	3592600	1589
3592688	3596689	4001
3598922	3598981	59
3600083	3601687	1604
3602428	3604286	1858
3604312	3623127	18815
3624524	3670142	45618
3670839	3673090	2251
3673827	3673948	121
3676711	3677493	782
3677873	3678675	802
3679406	3680885	1479
3688290	3693890	5600
3693989	3697572	3583
3697573	3699533	1960
3700009	3702991	2982
3709616	3711074	1458
3711448	3712646	1198
3714808	3716183	1375
3717918	3719276	1358
3719676	3721346	1670
3722317	3773487	51170
3802532	3803983	1451
3808340	3810109	1769
3810280	3812493	2213
3817163	3818521	1358
3818559	3819885	1326
3819934	3824345	4411
3824371	3826619	2248
3826706	3827164	458
3827461	3829375	1914
3830947	3831980	1033
3832343	3834487	2144
3837844	3838997	1153
3845712	3847520	1808
3847638	3849426	1788
3853534	3855529	1995
3855634	3859508	3874
3859680	3861604	1924
3875967	3878788	2821
3879701	3880072	371
3881303	3882473	1170
3882943	3885783	2840
3887995	3889625	1630
3892329	3894177	1848
3894751	3896567	1816
3896624	3901260	4636
3902754	3902848	94
3906681	3914100	7419
3916434	3917440	1006
3918788	3930034	11246
3939585	3953059	13474
3953779	3955160	1381
3955482	3966320	10838
3966374	3967546	1172
3970481	3974656	4175
3974901	3976802	1901
3976987	3978802	1815
3984297	3985989	1692
3989765	3993823	4058
3993890	3994878	988
4001791	4010506	8715
4012486	4014747	2261
4016859	4018828	1969
4021675	4022820	1145
4034423	4044159	9736
4044762	4045419	657
4045960	4046033	73
4046911	4049070	2159
4049184	4051005	1821
4051505	4052374	869
4053455	4053553	98
4055453	4057594	2141
4059869	4061118	1249
4092393	4093211	818
4115495	4116232	737
4116801	4118301	1500
4124776	4127802	3026
4129101	4129522	421
4129901	4131005	1104
4133300	4133800	500
4136601	4137100	499
4141728	4144436	2708
4146791	4147289	498
4147346	4147988	642
4148112	4148968	856
4150179	4150783	604
4150991	4151931	940
