22428	26308	3880
53873	54751	878
66430	68995	2565
69138	69894	756
70851	71396	545
72196	73101	905
73945	75332	1387
97628	98375	747
125009	125420	411
125421	125833	412
127321	127666	345
129450	145895	16445
146433	149056	2623
149679	152589	2910
157818	158211	393
175112	176228	1116
176306	178963	2657
182522	184422	1900
184626	186310	1684
187207	199762	12555
203730	205309	1579
207184	211457	4273
211636	212687	1051
212709	216479	3770
216625	216931	306
218068	218663	595
224106	230964	6858
230971	231604	633
231681	232350	669
232480	233351	871
233926	246912	12986
250229	257954	7725
259970	260280	310
261803	261953	150
265595	265908	313
267299	270336	3037
272210	273391	1181
275155	276667	1512
277437	305292	27855
317084	317789	705
321233	324720	3487
324985	327992	3007
329822	332309	2487
332801	342915	10114
343378	346957	3579
356422	357664	1242
357981	358486	505
365664	366437	773
391981	393255	1274
393594	394299	705
433146	433906	760
434855	434918	63
500014	500451	437
500965	501400	435
527232	527578	346
527671	528129	458
528337	528996	659
542122	542931	809
543060	581099	38039
581337	582810	1473
582824	589274	6450
599094	604008	4914
605165	606569	1404
609179	609620	441
615627	616646	1019
620695	622316	1621
637486	638568	1082
642208	642288	80
648555	651311	2756
651542	652881	1339
652987	654089	1102
654363	657971	3608
677879	680326	2447
680436	682470	2034
682885	685549	2664
685942	687958	2016
688523	690081	1558
691486	692919	1433
693083	699144	6061
705330	705723	393
705948	708205	2257
708601	710607	2006
710820	711850	1030
714216	714530	314
737052	737479	427
743723	743794	71
749400	753492	4092
769503	769600	97
770363	770462	99
803427	804051	624
813300	814487	1187
820759	821514	755
827075	827144	69
827312	827383	71
827537	827620	83
827764	827843	79
829922	829992	70
830437	830511	74
831870	832008	138
832487	832639	152
833062	833209	147
834093	835515	1422
836667	837821	1154
837861	839931	2070
839980	841360	1380
841451	843701	2250
843926	851080	7154
851346	852673	1327
852720	857248	4528
865396	871701	6305
877291	882013	4722
890270	890490	220
891250	891475	225
895951	897364	1413
897380	898772	1392
902898	903810	912
909112	912319	3207
914074	993788	79714
993983	995703	1720
1034697	1036298	1601
1036369	1101089	64720
1140429	1177276	36847
1190384	1193173	2789
1194739	1195302	563
1196317	1199339	3022
1201871	1203036	1165
1203316	1204795	1479
1207371	1207981	610
1210717	1211196	479
1212827	1213406	579
1218082	1218696	614
1227747	1228238	491
1232882	1234015	1133
1234130	1235420	1290
1235472	1235702	230
1237133	1238319	1186
1241568	1245910	4342
1246073	1246923	850
1246986	1247677	691
1247817	1250451	2634
1250696	1251778	1082
1252012	1255986	3974
1256449	1274498	18049
1275956	1295699	19743
1295913	1298497	2584
1298672	1300389	1717
1300879	1302683	1804
1302944	1304717	1773
1311719	1313377	1658
1313696	1318330	4634
1321792	1322806	1014
1322877	1324221	1344
1329949	1331631	1682
1332307	1333146	839
1334889	1339415	4526
1339460	1342403	2943
1351116	1352853	1737
1379934	1380005	71
1380238	1380309	71
1380529	1380600	71
1397695	1397766	71
1397932	1398003	71
1398169	1398240	71
1398406	1398477	71
1401440	1401511	71
1401781	1401852	71
1411088	1413089	2001
1416231	1417933	1702
1421199	1423471	2272
1434336	1437872	3536
1460703	1462801	2098
1463811	1468944	5133
1470850	1472060	1210
1477619	1478369	750
1488739	1488831	92
1488906	1489045	139
1490951	1496643	5692
1498872	1498996	124
1503226	1517271	14045
1529439	1531259	1820
1534929	1536835	1906
1537137	1544823	7686
1544828	1545743	915
1553493	1555315	1822
1565392	1567802	2410
1569181	1576330	7149
1600726	1602674	1948
1610696	1615801	5105
1617348	1618158	810
1618414	1620397	1983
1625791	1628377	2586
1630348	1637752	7404
1637942	1639235	1293
1639711	1640952	1241
1641066	1645199	4133
1645931	1647464	1533
1647869	1648612	743
1651432	1652900	1468
1653005	1654112	1107
1654247	1665064	10817
1666437	1666522	85
1666665	1666745	80
1666892	1666964	72
1667192	1668654	1462
1668901	1670108	1207
1670407	1672727	2320
1694617	1696412	1795
1700956	1702407	1451
1720616	1723153	2537
1724390	1725647	1257
1730993	1735767	4774
1735853	1738106	2253
1738407	1745421	7014
1752328	1755934	3606
1759172	1771758	12586
1773605	1775108	1503
1777010	1777411	401
1777439	1778347	908
1789631	1795328	5697
1797305	1798610	1305
1802008	1802856	848
1806043	1806932	889
1807546	1807855	309
1810588	1822903	12315
1824129	1831783	7654
1832636	1835164	2528
1840281	1842084	1803
1850915	1855591	4676
1857165	1859047	1882
1859115	1862239	3124
1862881	1865240	2359
1865430	1869491	4061
1870019	1871564	1545
1871574	1876312	4738
1876551	1883041	6490
1883795	1885019	1224
1885657	1891462	5805
1893408	1910197	16789
1925641	1925712	71
1933633	1939103	5470
1939242	1940458	1216
1942734	1947475	4741
1947565	1950262	2697
1966725	1970079	3354
1970191	1971200	1009
1971638	1974285	2647
2003109	2005651	2542
2008722	2010751	2029
2020554	2021958	1404
2022070	2023391	1321
2026991	2028326	1335
2037371	2038224	853
2088166	2089626	1460
2117466	2151700	34234
2153201	2163863	10662
2167550	2169108	1558
2169553	2170971	1418
2171644	2172773	1129
2172995	2174332	1337
2185930	2187676	1746
2189160	2192221	3061
2197013	2198089	1076
2210873	2212503	1630
2229646	2235253	5607
2235284	2237076	1792
2237608	2243719	6111
2244478	2248614	4136
2248635	2252729	4094
2252744	2257423	4679
2258839	2262664	3825
2263581	2265857	2276
2266394	2267640	1246
2267858	2268590	732
2269881	2272769	2888
2273744	2273815	71
2276550	2278038	1488
2282883	2300944	18061
2317131	2317600	469
2319386	2319919	533
2322693	2345799	23106
2360557	2362686	2129
2367843	2371939	4096
2372844	2373704	860
2376484	2377556	1072
2389583	2390989	1406
2474667	2475614	947
2476259	2478448	2189
2488804	2492613	3809
2499372	2503606	4234
2503789	2504397	608
2517161	2518402	1241
2525799	2526973	1174
2554847	2586540	31693
2587456	2588883	1427
2589414	2595590	6176
2599297	2600242	945
2629834	2630693	859
2631715	2641984	10269
2642184	2643424	1240
2645368	2647192	1824
2650161	2651850	1689
2659639	2661501	1862
2661622	2663622	2000
2739750	2740228	478
2766999	2768392	1393
2768466	2772325	3859
2772560	2774007	1447
2774338	2780677	6339
2780899	2782105	1206
2782255	2786010	3755
2786207	2879158	92951
2882814	2883400	586
2883641	2892166	8525
2915024	2916654	1630
2950174	2951618	1444
2959722	2961049	1327
2961534	2963788	2254
2975518	2976203	685
2981022	2983551	2529
2995172	2996155	983
3001716	3011860	10144
3014761	3016069	1308
3016150	3017256	1106
3024129	3026521	2392
3035196	3040469	5273
3044113	3046812	2699
3047087	3050159	3072
3050323	3051765	1442
3052514	3054906	2392
3055079	3055842	763
3055908	3070839	14931
3071133	3090406	19273
3090801	3090923	122
3095737	3095808	71
3095991	3096062	71
3096369	3096440	71
3096604	3096676	72
3096891	3096963	72
3097519	3097590	71
3110128	3111227	1099
3111299	3114248	2949
3121942	3122014	72
3128034	3143457	15423
3143808	3145284	1476
3145405	3148358	2953
3148646	3158408	9762
3158485	3159578	1093
3159991	3162019	2028
3165181	3169080	3899
3169375	3170913	1538
3171614	3172545	931
3172817	3178580	5763
3184404	3186549	2145
3186664	3187245	581
